home,away,percent,aaa,aab,aac,aad,aae,aaf,aag,aah,aai,aaj,aak,aal,zzzz,aam,aan,aao,aap,aaq,aar,aas,aat,aau,aav,aaw,aax,aay,aaz,aba,aca,ada,aea,afa,aga,aha,aia,aja,aka,ala,ama,ana,aoa,apa,aqa,ara,asa,ata,aua,ava,awa,axa,aya,aza,baa,caa,daa,eaa,faa,gaa,haa,iaa,jaa,kaa,laa,maa,naa,oaa,paa,qaa,raa,saa,taa,uaa,vaa,waa,xaa,ptpa,ptpb,Result
GWS Giants,Gold Coast Suns,0.9416327227661361,12.480000000000002,16.76,210.04000000000002,185.84,395.88,98.4,13.120000000000001,58.160000000000004,135.60000000000002,269.44,405.04,52.88000000000001,7.760000000000001,5.16,38.2,35.8,74.60400000000001,42.160000000000004,21.48,17.28,1629.1200000000001,16.776,29.056,35.24,7.680000000000001,45.112,57.040000000000006,64.84,11.56,27.6,23.560000000000002,52.244,31.2,33.656,32.952,34.352000000000004,12.52,17.4,204.84,148.48000000000002,353.32,66.72,12.72,53.00000000000001,161.12,182.76000000000002,343.88,63.480000000000004,9.76,12.920000000000002,43.24,47.4,65.352,41.52,15.68,13.96,1433.2,21.568,43.848,35.480000000000004,7.960000000000001,40.80800000000001,79.84,71.16,13.080000000000002,30.720000000000002,19.828,48.604,41.648,33.408,29.560000000000002,30.352,UNSW,-9.312000000000001,-12.512,Sydney Swans,Geelong Cats,win
Port Adelaide,Hawthorn,0.29647286752772756,14.96,10.4,205.44000000000003,176.24,381.68,84.96000000000001,6.840000000000001,68.84,138.08,242.88,380.96000000000004,56.400000000000006,12.24,6.000000000000001,40.2,44.519999999999996,71.912,48.040000000000006,22.560000000000002,18.520000000000003,1606.4,23.288,28.152,35.92,10.520000000000001,53.84,57.56,59.760000000000005,17.92,27.080000000000005,26.824,48.336,34.536,38.008,39.208,28.392,17.64,12.84,244.00000000000003,213.24,457.24000000000007,112.80000000000001,10.72,65.88,146.72000000000003,305.04,451.76000000000005,60.480000000000004,20.360000000000003,19.48,45.4,44.72,75.84800000000001,42.84,12.72,14.920000000000002,1892.4400000000003,15.984,36.4,33.64,13.72,52.184000000000005,71.2,74.72000000000001,13.680000000000001,33.72,29.052000000000003,55.596000000000004,31.056,41.344,32.592,36.144,AO,-1.5040000000000004,57.664,North Melbourne,Western Bulldogs,win
Fremantle,Sydney Swans,0.4245528487745579,16.44,9.8,245.92000000000002,166.96,412.88,130.44000000000003,7.760000000000001,56.2,137.2,278.64000000000004,415.84000000000003,52.72,15.880000000000003,16.040000000000003,49.400000000000006,33.400000000000006,81.90000000000002,38.88,15.64,19.2,1803.68,17.968,36.2,27.840000000000003,11.800000000000002,60.71600000000001,62.800000000000004,58.68000000000001,6.280000000000001,27.160000000000004,31.288000000000004,51.55200000000001,38.896,41.904,33.8,32.248000000000005,15.440000000000001,13.76,203.36,185.52,388.88000000000005,80.08,6.000000000000001,63.0,128.8,254.4,383.20000000000005,53.92,7.4,4.5600000000000005,41.36,38.88,73.78800000000001,48.04,16.8,20.36,1576.8400000000001,17.128,38.712,40.400000000000006,9.72,49.148,66.04,59.56,12.520000000000001,31.480000000000004,28.652000000000005,58.412000000000006,34.048,34.208,39.184,37.312,DS,31.264,24.864000000000004,West Coast Eagles,GWS Giants,win
Brisbane Lions,West Coast Eagles,0.2401242726429027,7.960000000000001,9.76,173.88,157.48,331.36,68.76,1.0000000000000002,57.92000000000001,143.52,193.24,336.76,45.800000000000004,6.120000000000001,5.920000000000001,45.400000000000006,36.6,68.94,54.480000000000004,25.0,20.68,1340.44,17.416,26.592,36.68,4.640000000000001,46.128,72.48,67.6,13.48,17.36,17.36,37.79600000000001,31.048000000000002,29.552,41.8,38.848,13.360000000000001,9.08,187.36,156.8,344.16,91.04000000000002,7.720000000000001,56.480000000000004,119.72,223.68000000000004,343.4,40.68000000000001,9.36,7.320000000000001,32.92,45.36,78.864,33.64,19.8,13.280000000000001,1476.84,17.272,19.664,33.72,10.24,63.264,57.96000000000001,62.32000000000001,12.64,21.32,32.532000000000004,47.14800000000001,39.008,35.752,35.136,30.184,G,-76.70400000000001,-13.28,Richmond,Fremantle,loss
Geelong Cats,North Melbourne,0.5693942419533657,14.56,8.68,201.84,161.72,363.56000000000006,72.12,3.7200000000000006,64.96000000000001,146.0,209.84000000000003,355.84000000000003,49.84,7.4,7.720000000000001,38.16,49.88,70.04,48.68000000000001,13.64,16.880000000000003,1502.3600000000001,12.624,34.775999999999996,51.32000000000001,10.16,58.32,72.36,77.60000000000001,8.68,25.0,28.92,49.756,33.096000000000004,29.056,26.152,16.456,16.36,9.64,197.44000000000003,188.96,386.40000000000003,81.44,16.72,60.88000000000001,141.08,253.36,394.44000000000005,53.56000000000001,10.96,2.7600000000000002,48.2,36.72,73.60400000000001,52.64000000000001,19.880000000000003,22.400000000000002,1566.7600000000002,14.928,35.72,38.760000000000005,12.080000000000002,60.896,57.040000000000006,54.72,9.6,26.8,30.444000000000003,49.916000000000004,30.096,31.648,33.304,27.552,GMHBA,-1.8240000000000007,4.256000000000002,Gold Coast Suns,Port Adelaide,loss
Western Bulldogs,Adelaide Crows,0.22735001016771667,8.88,9.8,172.32000000000002,152.32000000000002,324.64000000000004,68.44,2.4800000000000004,59.44,126.24,200.88,327.12,42.800000000000004,8.72,8.84,34.400000000000006,56.96,72.09200000000001,42.160000000000004,14.080000000000002,14.360000000000001,1333.16,16.872,24.928,41.72,6.5200000000000005,59.304,73.84,70.28,10.6,15.360000000000001,20.564,35.232,32.4,29.048000000000002,23.192,29.328000000000003,12.360000000000001,9.840000000000002,217.32000000000002,125.48000000000002,342.8,71.92,4.6000000000000005,99.56,153.2,178.88000000000002,332.08000000000004,55.00000000000001,7.6,8.040000000000001,60.160000000000004,51.480000000000004,64.828,47.60000000000001,20.32,15.4,1635.2,12.864,51.304,33.96000000000001,8.8,59.824000000000005,74.4,70.64,15.760000000000002,21.080000000000002,22.404000000000003,38.11200000000001,29.944,33.096000000000004,38.056,34.104,MRVL,-52.64,26.784,Hawthorn,Melbourne,win
Carlton,Collingwood,0.11259819591741992,16.536,13.632000000000001,194.11200000000002,172.488,366.6,71.456,4.720000000000001,77.832,165.43200000000002,200.696,366.128,59.40800000000001,11.448000000000002,11.544,53.136,48.656000000000006,68.76240000000001,45.064,27.936,19.008000000000003,1589.9040000000002,21.0032,42.1216,34.0,9.736,50.4672,64.672,64.184,15.16,32.488,27.701600000000003,53.604,38.28,34.3392,36.52,35.248000000000005,10.944,14.64,210.824,132.96800000000002,343.79200000000003,73.248,2.64,73.696,166.12,178.872,344.992,63.016000000000005,9.48,12.288,32.768,55.464,65.6224,55.760000000000005,21.16,20.904000000000003,1484.4560000000001,12.016,37.6976,46.72,7.472000000000001,44.1528,88.552,87.552,5.640000000000001,24.128000000000004,17.021600000000003,38.3464,38.9488,29.1568,29.1296,39.0,MCG,26.2592,27.0528,St Kilda,Essendon,loss
Richmond,Geelong Cats,0.714037488699377,8.568000000000001,14.264,187.48800000000003,137.52800000000002,325.016,59.544000000000004,12.328000000000001,87.32000000000001,154.024,174.13600000000002,328.16,56.88,9.920000000000002,10.472000000000001,44.664,55.768,67.26800000000001,57.016000000000005,28.32,23.936000000000003,1432.2800000000002,13.4864,41.9728,31.352,5.104000000000001,33.430400000000006,69.528,66.696,9.04,24.024,15.0448,42.264,35.9808,33.1584,32.4016,26.857599999999998,10.112,12.136000000000001,184.368,129.94400000000002,314.312,84.02400000000002,3.9440000000000004,68.19200000000001,123.60000000000001,185.16800000000003,308.76800000000003,54.76800000000001,14.280000000000001,13.544,34.832,49.176,69.92800000000001,52.93600000000001,12.328000000000001,25.776000000000003,1380.472,14.5248,28.955199999999998,39.864000000000004,8.432,45.984,69.672,66.72,7.336,21.8,18.664,39.9512,34.6192,34.8112,25.2304,27.2912,MCG,-13.3952,-13.164800000000001,Melbourne,North Melbourne,loss
Sydney Swans,Western Bulldogs,0.5235989467995894,9.488000000000001,12.352000000000002,210.27200000000002,163.50400000000002,373.776,103.21600000000001,4.4,58.2,120.96000000000001,247.68,368.64,48.384,12.680000000000001,10.512000000000002,29.072000000000003,35.776,75.07760000000002,52.00800000000001,19.36,24.872,1543.368,16.4256,32.7424,30.480000000000004,7.5440000000000005,37.6696,53.208,55.912,4.904000000000001,24.696000000000005,19.330400000000004,50.802400000000006,35.8096,34.8416,34.8368,38.4624,16.176000000000002,15.560000000000002,214.464,171.264,385.728,97.688,10.096000000000002,68.688,139.648,246.57600000000002,386.22400000000005,58.96000000000001,9.744,12.968000000000002,30.080000000000005,50.592000000000006,76.4984,33.232,12.416000000000002,12.472000000000001,1671.4320000000002,17.3744,25.9856,41.144000000000005,10.104000000000001,52.9808,69.968,84.456,14.920000000000002,31.072,26.992800000000003,51.5264,36.480000000000004,35.8096,33.6384,29.8656,SCG,-6.2272,35.072,Fremantle,Adelaide Crows,loss
Gold Coast Suns,Brisbane Lions,0.4909129800195408,8.104000000000001,12.280000000000001,185.76800000000003,125.696,311.464,54.144000000000005,5.744000000000001,62.6,139.424,166.952,306.37600000000003,53.49600000000001,6.752000000000001,8.184000000000001,37.448,55.08,64.91040000000001,45.104000000000006,11.936,15.592,1285.0400000000002,14.313600000000001,34.7696,39.89600000000001,5.5920000000000005,37.6016,77.568,63.032000000000004,9.816,21.344,14.925600000000001,39.5608,37.3296,37.6816,38.912,23.0704,8.792,10.752,185.97600000000003,168.29600000000002,354.272,86.55199999999999,11.4,65.184,119.90400000000001,233.048,352.952,40.36000000000001,8.424,8.384,40.28,44.120000000000005,74.66799999999999,48.496,13.8,14.536000000000001,1488.888,12.4832,33.3184,50.536,6.5280000000000005,45.2256,62.496,55.92,10.696,19.472,21.952,48.5992,31.209600000000002,38.9104,34.36,40.7696,MS,-55.302400000000006,-57.74080000000001,GWS Giants,West Coast Eagles,win
North Melbourne,Hawthorn,0.39223707398789753,12.872000000000002,10.728000000000002,202.68800000000002,187.392,390.08000000000004,82.688,16.144000000000002,54.57600000000001,148.216,248.27200000000002,396.48800000000006,50.712,7.792000000000001,5.352,47.24,50.544000000000004,71.60079999999999,44.128,26.376000000000005,14.080000000000002,1568.5520000000001,11.9856,35.144,45.352000000000004,9.616,47.699200000000005,62.608000000000004,66.944,9.120000000000001,26.96,25.288800000000002,53.18320000000001,35.0192,32.3296,30.660800000000002,33.510400000000004,13.928,12.968,231.20000000000002,173.048,404.24800000000005,101.76,13.344000000000001,56.376000000000005,142.144,261.808,403.95200000000006,75.296,12.072000000000001,14.296000000000001,52.28,48.144000000000005,73.8896,50.968,15.344000000000001,18.984,1677.688,16.1968,34.28,28.328000000000003,11.544,41.9568,65.44,72.54400000000001,13.136000000000001,33.144000000000005,19.010400000000004,44.5592,33.2112,37.2688,30.5184,28.2288,MRVL,13.651200000000001,5.132800000000001,Geelong Cats,Port Adelaide,loss
West Coast Eagles,GWS Giants,0.26265170593821036,16.272000000000002,14.616000000000001,191.872,170.56000000000003,362.432,82.208,7.144000000000001,56.896,127.944,234.33600000000004,362.28000000000003,64.936,13.072000000000001,11.064000000000002,51.38400000000001,44.272000000000006,78.3328,33.128,14.360000000000001,11.456000000000001,1534.568,16.4544,34.9328,30.744,8.448,53.8528,53.992000000000004,60.464,20.928000000000004,30.664,25.626400000000004,46.6296,34.8016,42.150400000000005,31.0272,35.0368,15.296000000000001,21.752000000000002,230.80800000000002,215.568,446.37600000000003,98.08000000000001,13.024000000000001,57.232,155.12,289.088,444.2080000000001,58.576,16.752000000000002,9.032,42.84,51.16,73.4808,39.632000000000005,17.096,12.256,1783.4240000000002,16.3552,35.8112,42.248000000000005,12.736,43.58240000000001,60.208000000000006,75.36800000000001,8.712,35.120000000000005,26.072,59.808800000000005,31.240000000000002,36.7312,39.5904,33.870400000000004,DS,39.74400000000001,50.9376,Brisbane Lions,Gold Coast Suns,win
Melbourne,Fremantle,0.1673779271524772,11.112000000000002,11.240000000000002,184.58400000000003,134.192,318.776,54.96,7.5120000000000005,95.12,159.50400000000002,152.72,312.224,42.624,7.48,9.856,42.288000000000004,37.480000000000004,64.932,49.25600000000001,22.344,28.384,1424.888,11.443200000000001,38.2928,48.168,7.184,45.302400000000006,65.688,70.656,13.896,24.44,26.0056,57.232000000000006,39.2192,35.2896,27.2976,28.6576,12.088000000000001,8.360000000000001,199.584,134.99200000000002,334.576,104.48800000000001,5.5520000000000005,54.440000000000005,114.64,215.728,330.36800000000005,41.744,11.176,11.208,45.080000000000005,30.68,81.18,40.57600000000001,23.928,19.84,1490.3360000000002,11.5936,28.240000000000002,35.968,5.5600000000000005,54.0632,56.56,52.53600000000001,9.256,22.232000000000003,28.817600000000002,53.3504,37.7792,37.3808,32.76,26.4496,MCG,20.3264,17.452800000000003,Richmond,Sydney Swans,loss
St Kilda,Essendon,0.20053538683887415,11.8,8.512,184.63200000000003,134.312,318.944,64.928,6.256,90.66400000000002,153.024,163.248,316.27200000000005,45.664,7.928000000000001,4.936,51.528000000000006,30.952,63.998400000000004,57.720000000000006,18.464000000000002,29.288,1441.4,15.6064,36.3088,44.903999999999996,8.096,54.904,67.872,66.80000000000001,10.512000000000002,21.472,25.804800000000004,46.9512,39.5088,35.638400000000004,31.96,42.120000000000005,7.816000000000001,12.08,237.96000000000004,176.27200000000002,414.232,117.56800000000001,2.104,78.66400000000002,152.176,263.86400000000003,416.0400000000001,56.736000000000004,9.936,12.176000000000002,33.536,49.968,72.12400000000001,46.080000000000005,21.416000000000004,20.192,1787.1360000000002,10.4064,27.2624,50.016000000000005,6.448,35.3048,83.688,87.736,8.976,21.376,13.799200000000003,37.6832,35.4384,34.870400000000004,31.5584,28.1024,MRVL,-43.0016,-12.6528,Carlton,Collingwood,loss
Adelaide Crows,Port Adelaide,0.615408120681301,10.472000000000001,8.368,221.06400000000002,139.496,360.56,96.784,8.120000000000001,61.512,144.24,204.57600000000002,348.81600000000003,51.800000000000004,9.52,10.408000000000001,50.43200000000001,48.696000000000005,66.88560000000001,49.52,13.664000000000001,12.680000000000001,1575.8400000000001,19.5728,35.2608,42.792,5.76,45.32480000000001,84.48000000000002,69.328,9.552000000000001,23.416000000000004,20.160800000000002,45.302400000000006,34.9888,38.6192,39.6112,32.8208,14.992,9.280000000000001,195.488,146.448,341.93600000000004,72.992,2.9680000000000004,68.968,141.216,195.776,336.992,45.68,10.448,10.0,39.24,52.104,70.5424,54.40800000000001,20.512,16.504,1483.68,19.657600000000002,36.6304,59.184,10.904000000000002,56.928000000000004,68.31200000000001,63.952,8.384,26.216,33.284800000000004,58.06720000000001,35.9072,33.601600000000005,37.8416,32.678399999999996,AO,-40.2432,6.099200000000001,Western Bulldogs,Hawthorn,loss
Collingwood,Geelong Cats,0.8683001972079407,16.5888,12.528000000000002,226.1648,143.39360000000002,369.5584,103.44960000000002,10.928,80.3392,134.824,232.57440000000003,367.39840000000004,60.6032,15.496000000000002,9.6576,28.1536,47.89280000000001,77.84448000000002,40.752,20.232,18.5808,1701.6912000000002,12.4032,36.53952,33.344,11.094400000000002,56.83056,63.3104,67.1104,9.928,28.8256,27.404320000000002,47.66928,33.78976,31.83136,35.825919999999996,42.8,11.622400000000003,12.827200000000001,189.67360000000002,154.7888,344.4624,109.60480000000001,7.1888000000000005,48.83840000000001,117.52000000000001,237.0336,354.5536,45.3536,13.256,11.5088,36.5664,37.8352,78.0656,42.5872,16.8656,26.755200000000002,1458.4944,14.90496,21.79104,33.5728,8.8864,47.59680000000001,53.1344,59.74400000000001,5.4672,24.36,26.0528,54.470240000000004,34.92384,41.96224,31.04608,33.45824,MCG,65.41056,4.5670399999999995,Carlton,Richmond,loss
North Melbourne,Richmond,0.5368024363114138,10.5744,10.1456,186.9376,178.2784,365.216,90.9376,9.628800000000002,51.71520000000001,131.2432,238.45440000000002,369.6976000000001,42.1424,7.958400000000001,8.2704,45.448,32.50880000000001,73.84016000000001,35.2256,17.2752,14.016000000000002,1491.3104000000003,13.397120000000001,34.028800000000004,41.870400000000004,6.7232,51.61984000000001,54.1216,51.78880000000001,9.024000000000001,20.592000000000002,25.057760000000002,48.63664,40.00384,26.46592,34.13216,34.70208,10.5136,10.8528,175.8976,188.30560000000003,364.2032,79.1088,12.8656,63.864000000000004,118.0048,242.02720000000002,360.03200000000004,46.57600000000001,11.584000000000001,7.694400000000001,32.9328,37.5536,75.9336,47.4032,27.264000000000003,19.1872,1473.6560000000002,15.69728,32.39456,31.0704,7.420800000000001,44.926080000000006,60.305600000000005,52.5392,9.008,23.204800000000002,23.008960000000002,50.29280000000001,26.19616,37.63168,33.48032,33.371520000000004,BA,-45.26976,-9.87904,Hawthorn,Geelong Cats,win
Western Bulldogs,St Kilda,0.9760445837028333,12.035200000000001,11.912,214.8928,155.05280000000002,369.9456,57.9376,4.419200000000001,88.1376,170.3296,185.3152,355.64480000000003,58.992000000000004,5.9488,5.7936000000000005,34.816,57.318400000000004,62.25968000000001,53.8464,15.2832,16.8944,1564.6864,12.47488,45.19712,48.2288,6.0208,42.036159999999995,81.1936,83.2912,18.984,28.614400000000003,20.278560000000002,48.30528,34.296,30.161920000000002,36.72768,24.97312,11.16,12.902400000000002,200.12640000000002,182.8624,382.9888000000001,82.58560000000001,18.0512,72.53280000000001,145.8048,235.8496,381.65440000000007,45.93280000000001,10.3856,10.587200000000001,50.3056,50.99040000000001,72.15968000000001,57.144000000000005,24.492800000000003,25.8576,1581.0800000000002,16.12128,26.26176,45.780800000000006,8.8192,44.8208,67.9744,62.96000000000001,9.3024,25.0944,24.28096,54.59024,37.90176,37.12768,35.392,37.424,MRVL,10.214400000000001,-10.200320000000001,Sydney Swans,Essendon,loss
GWS Giants,Hawthorn,0.4714277216054626,6.259200000000001,11.5504,203.76160000000004,183.91360000000003,387.6752,93.21600000000001,20.204800000000002,65.8464,120.62400000000001,263.41760000000005,384.0416,41.315200000000004,8.950400000000002,5.8064,32.568,48.632000000000005,73.65616000000001,53.5264,21.0192,23.2512,1555.0848,10.27104,34.16224,38.8496,5.7472,30.076480000000004,67.2416,59.0736,10.5424,19.024,13.854400000000002,44.361760000000004,32.248000000000005,30.34624,28.91808,31.77408,17.9856,15.393600000000001,246.24,161.8096,408.04960000000005,120.352,12.268800000000002,50.4752,126.8288,280.3616,407.19040000000007,63.059200000000004,17.614400000000003,7.659200000000001,40.056000000000004,44.8288,76.77792,37.393600000000006,14.268800000000002,15.796800000000001,1755.5376,21.23936,30.856,29.6656,14.3088,50.63136,51.48800000000001,56.90880000000001,13.827200000000001,35.4288,29.16208,56.91184,36.64224,30.45376,36.10368,37.64576,GS,-59.41248000000001,49.02656,West Coast Eagles,North Melbourne,win
Gold Coast Suns,Adelaide Crows,0.10596650924054288,16.0208,10.456,212.35360000000003,165.13920000000002,377.49280000000005,80.42880000000001,15.5488,86.12,155.0848,225.3904,380.4752000000001,53.09920000000001,6.150400000000001,11.236800000000002,31.4896,51.016,72.26208,49.820800000000006,27.9872,23.1184,1649.8080000000002,16.86272,36.95392,44.7792,11.5184,60.880320000000005,69.1136,67.8064,18.7632,25.8688,30.185120000000005,48.63216,34.46592,41.53632,35.7824,24.61408,12.4944,12.0736,204.21280000000002,141.4992,345.71200000000005,72.1568,8.024000000000001,68.3024,140.848,207.3152,348.1632000000001,67.16000000000001,9.904,3.6816000000000004,41.28640000000001,39.339200000000005,70.65712,50.70400000000001,15.532800000000002,17.736,1475.968,18.91456,39.05216,27.7584,8.352,41.54496,71.296,64.2656,14.710400000000002,30.2832,18.67216,45.14048000000001,32.99776,32.72384,39.92224,34.56416,MS,40.139520000000005,-27.24864,Brisbane Lions,Port Adelaide,loss
Melbourne,Sydney Swans,0.37205978008862883,7.022400000000001,13.448000000000002,181.71680000000003,124.43840000000002,306.15520000000004,84.59200000000001,4.702400000000001,65.424,122.30080000000001,186.544,308.8448,39.7248,7.096000000000001,13.9712,35.6576,41.896,72.10640000000001,45.05120000000001,19.6688,16.876800000000003,1369.7776,7.288640000000001,28.65856,41.6336,3.8368,34.34048,56.3376,58.1312,9.9792,20.088,17.52112,50.40640000000001,35.84384,36.05792,29.45952,33.73152,9.8976,12.8704,206.05440000000002,173.50080000000003,379.5552,56.64320000000001,2.4800000000000004,98.84,166.592,196.73600000000002,363.32800000000003,58.476800000000004,8.936,8.502400000000002,65.8144,55.1552,65.65552000000001,50.4016,18.272,17.7744,1633.4736000000003,18.28512,42.54848,44.49600000000001,5.5088,37.13392,77.0416,78.3824,17.7808,26.5392,16.98608,45.60048,41.16192,30.96832,36.96736,29.69248,MCG,-50.334720000000004,-4.4454400000000005,Fremantle,Western Bulldogs,loss
Fremantle,Essendon,0.8928748435067769,16.8176,9.672,230.3168,169.3984,399.71520000000004,129.69760000000002,16.3104,58.08800000000001,120.528,279.1456,399.6736,55.5488,15.835200000000002,15.841600000000001,41.016000000000005,37.336000000000006,81.596,44.1152,15.985600000000002,19.168,1761.2672000000002,21.31872,30.648,33.5936,10.712000000000002,57.292640000000006,54.512,53.70720000000001,20.2512,29.2464,30.163520000000002,52.67008,40.55584,35.47616,24.552,25.289920000000002,10.3632,15.216000000000001,211.592,170.45440000000002,382.0464,92.31360000000001,8.4208,66.93280000000001,136.83520000000001,243.17280000000002,380.00800000000004,56.9472,8.3872,6.4352,30.7072,39.5936,75.38480000000001,47.61600000000001,24.2832,24.8384,1578.2272,11.08128,32.45248,37.2032,6.089600000000001,38.50096,65.5376,71.94720000000001,15.395200000000003,26.675200000000004,18.199840000000002,46.81664,38.08768,32.97408,33.31168,33.62048,DS,57.89056000000001,-0.9305599999999998,Melbourne,St Kilda,win
Carlton,Brisbane Lions,0.8062172150268219,8.1072,9.926400000000001,171.62240000000003,140.0976,311.72,49.491200000000006,3.3440000000000003,53.1664,133.8864,168.93920000000003,302.8256,40.6816,7.089600000000001,7.908800000000001,49.827200000000005,56.13120000000001,68.55248,42.6128,19.9872,19.8016,1225.1808,20.20064,29.42432,40.400000000000006,4.347200000000001,38.333439999999996,62.534400000000005,58.436800000000005,10.232,20.0976,18.90032,48.4808,32.656,35.86784,30.304000000000002,32.0496,7.3584000000000005,11.750400000000003,205.9952,172.0592,378.05440000000004,91.7104,3.8800000000000003,62.6368,135.9808,242.6096,378.5904,50.47200000000001,9.6848,5.6768,48.056,37.624,72.0536,52.09920000000001,22.76,28.5072,1528.9776000000002,14.49664,34.66368,38.1072,5.3056,40.16512,66.89920000000001,64.784,10.939200000000001,18.2944,14.950400000000002,36.91984000000001,37.24192,39.78208,29.872,28.15392,MRVL,-54.74816,-62.748160000000006,Collingwood,Gold Coast Suns,loss
Port Adelaide,West Coast Eagles,0.60774692431937,17.398400000000002,7.456000000000001,215.8976,167.6896,383.58720000000005,96.1984,5.393600000000001,63.393600000000006,138.6432,238.35520000000002,376.99840000000006,42.736000000000004,11.689600000000002,12.4,58.248000000000005,44.8208,73.62848000000001,45.2816,19.302400000000002,16.1008,1666.3360000000002,14.93152,30.32608,58.2368,11.780800000000003,62.8256,64.06240000000001,67.19040000000001,6.476800000000001,27.643200000000004,40.976960000000005,64.97344000000001,32.18144,27.72032,35.56832,34.53568,17.654400000000003,12.523200000000003,231.97440000000003,167.712,399.68640000000005,110.04160000000002,13.4288,60.979200000000006,131.18880000000001,268.46720000000005,399.65600000000006,58.5872,15.4144,8.6128,43.076800000000006,42.45440000000001,78.46656,43.4256,23.672,19.8912,1730.9136,14.29088,28.98656,31.748800000000003,12.0896,55.81056,54.7984,67.2928,16.1856,31.7328,30.40528,54.205920000000006,35.96032,30.430080000000004,36.20544,25.00736,AO,20.419840000000004,77.54880000000001,Adelaide Crows,GWS Giants,loss
Essendon,North Melbourne,0.637621018914807,7.672640000000001,11.0432,205.5184,158.09088,363.60928,88.06272000000001,6.484160000000001,65.38656,136.96704,223.03456,360.0016,47.38944,7.27744,3.6870400000000005,30.14144,43.11872,72.99696000000002,50.32320000000001,11.25664,20.96768,1494.04544,12.216256,32.490496,31.440640000000002,5.21792,45.06019200000001,74.70752,76.78944000000001,6.279040000000001,17.33504,16.119968,36.003328,37.617536,36.594816,32.662336,31.724096,14.91488,12.429120000000001,187.78752,144.45568000000003,332.2432,94.18752,5.1257600000000005,55.143040000000006,117.44864000000001,214.09088000000003,331.53952000000004,41.228480000000005,13.59168,10.454080000000001,40.28960000000001,32.101760000000006,73.808032,50.24512,17.05504,23.6032,1443.8620800000003,11.679424000000001,22.80576,40.37408,10.944640000000001,57.763968,55.624320000000004,63.15776000000001,5.8048,25.718400000000003,36.211552000000005,62.447328000000006,34.000768,28.293184,35.826432,36.940416,MRVL,-22.586112000000004,18.946047999999998,Fremantle,Richmond,loss
Adelaide Crows,St Kilda,0.7433834115254887,16.898880000000002,11.214720000000002,237.64256,137.09984000000003,374.74240000000003,131.23136000000002,8.004800000000001,63.26048,126.56960000000001,250.26304000000002,376.8326400000001,61.432,18.7808,12.73632,32.25728,39.86784,75.09142400000002,48.540800000000004,15.90656,19.5472,1735.9936000000002,17.782912,23.810432,27.951680000000003,13.6704,54.78899200000001,59.8592,61.65312000000001,11.742080000000001,30.856640000000002,27.734432,50.38809600000001,29.599552,31.544768,36.984448,36.912832,13.432000000000002,10.580480000000001,218.42528000000001,178.97248000000002,397.39776000000006,107.71712000000001,16.41024,61.70656,137.96096,255.16992,393.13088000000005,46.78656,14.877120000000001,10.11744,48.46112000000001,42.198080000000004,72.911936,49.82880000000001,17.69856,20.371520000000004,1679.4160000000002,13.224256,29.252352000000002,48.35616,7.363840000000001,48.96416,55.99488000000001,62.19200000000001,6.660480000000001,27.41888,28.696192000000003,58.598048000000006,33.580352000000005,35.425536,35.0784,38.4848,AO,27.350272000000004,3.559936,Gold Coast Suns,Western Bulldogs,win
